title_1,reference-count,subj,year,month,day,row_num
Chapter 15 Transport properties in deep depths and related condensed-matter phenomena,2843,,2004,,,7
Rich's Historic Collection of Vascular References,2596,,2004,,,8
Guide to the Literature of Piezoelectricity and Pyroelectricity. 21,2213,"Condensed Matter Physics, Electronic, Optical and Magnetic Materials",2004,1,,9
Spektroskopische Temperaturmessung,1996,,2004,,,10
References,6304,,2011,,,1
References,4879,,2011,,,2
Gastrointestinal tract,4326,,2011,,,3
Female reproductive system,4189,,2011,,,4
References,3949,,2011,6,21,5
Enzyklopädie der Neuzeit,3445,,2011,,,6
Non-Marxian socialism 1815–1914,3443,,2011,7,7,7
"The Young Hegelians, Marx and Engels",3443,,2011,7,7,8
Constitutional liberalism in France,3443,,2011,7,7,9
"John Stuart Mill, mid-Victorian",3443,,2011,7,7,10
"Zur Geschichte und zur Vertheidigung seiner Untersuchungen über den Magnetismus der Erde, und kritische Bemerkungen über die hierher gehörigen Arbeiten der Herren Biot und Morlet",25,General Physics and Astronomy,1823,,,1
"XXXIX. <i>Memoir on the different species, races, and varieties of the genus</i> Brassica (Cabbage), <i>and of the genera allied to it, which are cultivated in Europe</i>",23,,1823,3,31,2
"XXII. <i>Memoir on the different species, races, and varieties of the genus</i> Brassica (Cabbage), <i>and of the genera allied to it, which are cultivated in Europe</i>",19,,1823,2,,3
"Untersuchung der Mineral-Wasser von Karlsbad, Töplitz und Königswart in Böhmen",17,General Physics and Astronomy,1823,,,4
"Ueber den Feldspath, Albit, Labrador und Anorthit",16,General Physics and Astronomy,1823,,,5
Ueber das Titan und seine Verbindungen mit Sauerstoff und Schwefel,11,General Physics and Astronomy,1823,,,6
Bemerkungen über die naturhistorische Bestimmung des Smaragdites,11,General Physics and Astronomy,1823,,,7
"Bemerkungen über das Nordlicht, und Beschreibung der einzelnen Nordlichter, welche während des Winter-Aufenthalts 1820/21 unweit des Kupferminen-Flusses, (im sogen. Fort Enterprise, 64° 28’ n. Br. ) auf der Entdeckungs-Reise zu Lande nach dem Polar-Meere unter dem Kapitän Franklin beobachtet wurden",10,General Physics and Astronomy,1823,,,8
Erste Fortsetzung der meteorologischen Beobachtungen aus dem Jahre 1821,9,General Physics and Astronomy,1823,,,9
XXV. <i>On the knowledge and commerce of Tin among ancient nations</i>,8,,1823,2,,10
"XIX. <i>A report of the progress of phytochemistry in the year</i> 1835, <i>in reference to the physiology of plants</i>",62,,1837,8,,1
Art. I.—Hindú Inscriptions,58,"General Arts and Humanities, Cultural Studies",1837,1,,2
"Cases of inversion of the uterus, with remarks",39,"General Chemistry, Catalysis",1837,9,,3
"XLI. <i>A report on the progress of phytochemistry in the year</i> 1835, <i>in reference to the physiology of plants</i>",37,,1837,10,,4
"L. <i>A report of the progress of phytochemistry in the year</i> 1835, <i>in reference to the physiology of plants</i>",28,,1837,4,,5
Remarks on inversion of the uterus,20,"General Chemistry, Catalysis",1837,11,,6
Ueber die einfachen und doppelten Cyanmetalle,19,General Physics and Astronomy,1837,,,7
Contributions to the pathology of glanders in the human subject,18,"General Chemistry, Catalysis",1837,9,,8
Geological society,17,,1837,7,,9
LVII. <i>A report of the progress of vegetable physiology during the Year</i> 1836,16,,1837,11,,10
Einleitung,6820,,1933,,,1
Die Krankheiten der Uterusbänder einschließlich Beckenbindegewebe,3492,,1933,,,2
Epitheliome,2221,,1933,,,3
Die Geschwülste der Brustdrüse,2152,,1933,,,4
Die Krankheiten des Beckenbindegewebes,1972,,1933,,,5
Pflanzliche und tierische Fette und Öle,1815,,1933,,,6
Seltenere Infektionen der Genitalorgane,1694,,1933,,,7
Die Wundkeimerkrankungen,1615,,1933,,,8
Pathologische Anatomie der Brustdrüse,1613,,1933,,,9
Größe und Bau der Moleküle,1540,,1933,,,10
Vitamine,3579,,1957,,,1
B. Sprachwissenschaft.,3444,"Literature and Literary Theory, Linguistics and Language, Language and Linguistics",1957,,,2
Solid Propellant Bibliography,2454,,1957,8,,3
Literature on Palynology. XIX,2287,"General Earth and Planetary Sciences, General Environmental Science",1957,12,,4
Die physiologische Chemie der inneren Sekretion,1928,,1957,,,5
Niere und Harn,1862,,1957,,,6
Die Haut,1708,,1957,,,7
Kinetik der heterogenen Katalyse,1589,,1957,,,8
Literaturverzeichnis,1423,,1957,,,9
Die Pathologie des Stoffwechsels der Schwermetalle,1293,,1957,,,10
Physiologische Chemie der Lebensvorgänge und Organe,10285,,1966,,,1
Vergleichende Physiologische Chemie,4819,,1966,,,2
Bibliography of Studies and Articles on Problems of Communism from 1945 through 1964,4466,,1966,,,3
Orientierende Übersicht,3404,,1966,12,,4
Bibliography,3336,,1966,,,5
Grundzüge einer historischen und geographischen Pathologie,3332,,1966,,,6
BIBLIOGRAPHY,3187,,1966,,,7
Italy,2994,,1966,1,2,8
The Settlement and Colonization of Europe,2922,,1966,1,2,9
The Rise of Dependent Cultivation and Seignorial Institutions,2879,,1966,1,2,10
Sleep Quality Among Iranian Hemodialysis: A Multicenter Study,38,Urology,2038,1,19,1
Bilateral Renal Lymphangiectasia in a Thirty-two-Year-Old Woman,10,Urology,2038,1,19,2
Rare Adrenal Gland Emergencies: A Case Series of Giant Myelolipoma Presenting With Massive Hemorrhage and Abscess,10,Urology,2038,1,19,3
References to Volume 2,11238,,1995,,,1
References to Volume 1,9919,,1995,,,2
References to Volume 5,8206,,1995,,,3
References to Volume 4,7939,,1995,,,4
References to Volume 3,7655,,1995,,,5
References to Volume 6,5614,,1995,,,6
References,3658,,1995,,,7
References,3477,,1995,,,8
Alkyl Chalcogenides: Oxygen-based Functional Groups,2620,,1995,,,9
References,2571,,1995,,,10
References,6785,,2005,,,1
Lemmata,3661,,2005,,,2
<i>List of Primary sources</i>,3558,,2005,12,8,3
Current Bibliography of the History of Science and Its Cultural Influences 2005,3418,"History and Philosophy of Science, Earth and Planetary Sciences (miscellaneous), History",2005,1,,4
Religion and society in Ireland,3316,,2005,12,8,5
Scandinavia,3236,,2005,12,8,6
Kings and kingship,3235,,2005,12,8,7
The sources and their interpretation,3231,,2005,12,8,8
"Christianity amongst the Britons, Dalriadan Irish and Picts",3220,,2005,12,8,9
The Mediterranean economy,3213,,2005,12,8,10
"Tick-Borne Encephalitis Virus Antibodies in Roe Deer, the Netherlands",16,"Infectious Diseases, Microbiology (medical), Epidemiology",2109,2,,1
“Many Things Grow in The Garden That Were Never Sown There”,9,"Infectious Diseases, Microbiology (medical), Epidemiology",2109,11,,2
Nachweis und Bestimmung der Hydroxylgruppe,1527,,1922,,,1
Vorbereitung der Substanz zur Analyse. Reinigungsmethoden für organische Substanzen,1174,,1922,,,2
Vergleichende Augenheilkunde,1155,,1922,,,3
"Primäre, sekundäre und tertiäre Amingruppen. — Ammoniumbasen. Nitrilgruppe. — Isonitrilgruppe. — An den Stickstoff gebundenes Alkyl. — Betaingruppe. — Säureamide. — Säureimide",1088,,1922,,,4
Operationen an der Kristallinse,739,,1922,,,5
Doppelte und dreifache Bindungen. — Gesetzmäßigkeiten bei Substitutionen,722,,1922,,,6
Die Abdominaltuberkulose des Kindes,711,,1922,,,7
Die Entwicklung und Fortschritte der Gefäßchirurgie,703,,1922,,,8
Nachweis und Bestimmung der Carboxylgruppe,693,,1922,,,9
Elementaranalyse,640,,1922,,,10
Volume 1 References,7957,,1996,,,1
Volume 8 References,7798,,1996,,,2
Volume 2 References,6717,,1996,,,3
Volume 6 References,6316,,1996,,,4
Volume 5 References,5849,,1996,,,5
Volume 3 References,5743,,1996,,,6
Volume 9 References,5208,,1996,,,7
Volume 4 References,4969,,1996,,,8
Volume 7 References,4705,,1996,,,9
The Spanish American novel from 1950 to 1975,3608,,1996,9,13,10
Retrospect of materia medica and pharmacy,74,General Medicine,1848,5,,1
"Report on the progress of ophthalmic surgery, for 1847",47,General Medicine,1848,5,,2
Ueber die Polarisation der strahlenden Wärme durch einfache Brechung,44,General Physics and Astronomy,1848,,,3
Ueber die Polarisation der strahlenden Wärme durch Doppelbrechung,40,General Physics and Astronomy,1848,,,4
"Historical notes concerning certain illnesses, the death, and disinterment of oliver cromwell",39,General Medicine,1848,5,,5
Ueber die Longitudinalstreifen im Sonnenspectrum,34,General Physics and Astronomy,1848,,,6
Ueber das Chromoxydul,33,,1848,,,7
Beiträge zur Analyse der Pflanzenaschen;,31,"Drug Discovery, Pharmaceutical Science",1848,,,8
Ueber die Polarisation der strahlenden Wärme durch Reflexion,30,General Physics and Astronomy,1848,,,9
Der Magnetismus als allgemeine Eigenschaft der Materie,30,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1848,,,10
Studien über die Architektonik der Grosshirnrinde des Menschen. II,160,General Medicine,1868,12,,1
"Ueber die Zellen der Spinalganglien, sowie des Sympathicus beim Frosch",99,General Medicine,1868,12,,2
Anatomische Untersuchungen über Glioma retinae,77,,1868,6,,3
Ueber Becherzellen,64,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1868,3,,4
Beobachtungen über die Entwicklung der Knochenfische,55,General Medicine,1868,12,,5
"Donnolo. Pharmakologische Fragmente aus dem X. Jahrhundert, nebst Beiträgen zur Literatur der Salernitaner, hauptsächlich nach handschriftlichen hebräischen Quellen",52,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1868,1,,6
"Nachträge zu den Bildungshemmungen der Mesenterien und zu der Hernia interna mesogastrica überhaupt; und Abhandlung eines Falles mit einem Mesenterium commune für den Dünn-Dickdarm, einer beträchtlichen Hernia interna mesogastrica dextra und einer enorm grossen Hernia scrotalis dextra besonders",48,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1868,9,,7
"Ein Fall von Cor triloculare biatriatum, Communication der Lungenvenen mit der Pfortader und Mangel der Milz",47,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1868,3,,8
XXXIII.—<i>On the boring of certain Annelids</i>,46,General Medicine,1868,10,,9
Ueber die elektromotorische Kraft der Daniell'schen Kette nach absolutem Maasse,43,General Physics and Astronomy,1868,,,10
The Physiology of Mind in the Lower Animals,180,General Medicine,1871,4,,1
Untersuchungen über den Bau und die Entwickelung der Gewebe,83,General Medicine,1871,12,,2
Das Verhalten des Meerwassers in der Nähe des Gefrierpunktes und die Statik der Polarmeere,82,General Physics and Astronomy,1871,,,3
Ueber einige Allgemeinerscheinungen nach umfangreichen Hautverbrennungen,73,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1871,6,,4
Ein Beitrag zur Physiologie des Harnstoffs,61,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1871,8,,5
Untersuchungen über den Bau normaler und ectatischer Venen,57,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1871,12,,6
Ueber die angeblichen Dunstbläschen in der Atmosphäre,56,General Physics and Astronomy,1871,,,7
Dermatologie,51,"Dermatology, General Medicine",1871,12,,8
Kritisches über die Lehre von der Wärmeregulirung,46,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1871,6,,9
Studien über die Constitution des Diamylens,45,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1871,,,10
Dictionary of Inorganic Compounds,25798,,1992,,,1
REFERENCES TO THE ENZYME LIST,5651,,1992,,,2
References,4867,,1992,,,3
C,3708,,1992,,,4
References,3344,,1992,,,5
Babylonia 605–539 B.C.,3223,,1992,1,16,6
First-millennium Babylonian literature,3217,,1992,1,16,7
Neo-Babylonian society and economy,3210,,1992,1,16,8
"Babylonian mathematics, astrology, and astronomy",3209,,1992,1,16,9
A,3063,,1992,,,10
D,5175,,1993,,,1
LATEX ACRYLIC SEALANTS,4497,,1993,6,16,2
C,4051,,1993,,,3
Phosphorus and Hydrogen,3617,,1993,,,4
Compounds of Nitrogen with Hydrogen,2686,,1993,,,5
The System Boron—Oxygen,2502,,1993,,,6
T,2219,,1993,,,7
B,2186,,1993,,,8
The Alimentary System,2094,,1993,,,9
H,2000,,1993,,,10
References Cited,5958,,2001,,,1
References,3519,,2001,,,2
Administration and politics in the cities of the fifth to the mid seventh century: 425–640,3363,,2001,3,29,3
Government and administration,3341,,2001,3,29,4
"The army,<i>c.</i>420–602",3323,,2001,3,29,5
Emperor and court,3321,,2001,3,29,6
Roman law,3316,,2001,3,29,7
Law in the western kingdoms between the fifth and the seventh century,3315,,2001,3,29,8
The definition and enforcement of orthodoxy,3141,,2001,3,29,9
The visual arts,3136,,2001,3,29,10
Zwei ornithologische Aufsätze,158,Animal Science and Zoology,1870,7,,1
Der Presbyter Johannes in Sage und Geschichte,128,,1870,,,2
"Der Fruchtsaft von Momordia elaterium in historischer, chemischer und physiologischer Hinsicht.",127,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1870,2,,3
Ein Beitrag zu der normalen und pathologischen Entwicklungsgeschichte der Vorhofsscheidewand des Herzens,124,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1870,10,,4
Gustav Magnus,117,Inorganic Chemistry,1870,7,,5
Ueber Capillaritäts-Erscheinungen an der gemeinschaftlichen Oberfläche zweier Flüssigkeiten,92,General Physics and Astronomy,1870,,,6
"Die epithelialen Eierstocksgeschwülste, insbesondere die Kystome",79,"Obstetrics and Gynecology, General Medicine, Obstetrics and Gynecology, Obstetrics and Gynecology, Obstetrics and Gynecology",1870,6,,7
XVIII. On Fossil Cycadean Stems from the Secondary Rocks of Britain.,66,,1870,5,,8
I.-THE PRESIDENT'S ADDRESS,55,"Histology, Pathology and Forensic Medicine",1870,3,,9
Ueber den Werth der künstlichen Frühgeburt,47,"Obstetrics and Gynecology, General Medicine, Obstetrics and Gynecology, Obstetrics and Gynecology, Obstetrics and Gynecology",1870,2,,10
References,5492,,1990,,,1
D,3123,,1990,,,2
Energy levels of A = 21–44 nuclei (VII),3086,Nuclear and High Energy Physics,1990,12,,3
P,2924,,1990,,,4
Bibliography,2770,,1990,,,5
Bibliography,2770,,1990,,,6
A,2699,,1990,,,7
III. ABTEILUNG,2639,"Literature and Literary Theory, Visual Arts and Performing Arts, History",1990,,,8
Energy levels of light nuclei A = 11−12,2596,Nuclear and High Energy Physics,1990,1,,9
III. ABTEILUNG,2494,"Literature and Literary Theory, Visual Arts and Performing Arts, History",1990,,,10
Fünfte Fortsetzung des Verzeichnisses der vom Himmel gefallenen Massen,27,General Physics and Astronomy,1819,,,1
"XXXV. Characters and Description of Lyellia, a new Genus of Mosses, with Observations on the Section of the Order to which it belongs; and some Remarks on Leptostomum and Buxbaumia.",18,,1819,7,,2
Beobachtungen über leuchtende Thiere,17,General Physics and Astronomy,1819,,,3
"Bericht von den neuern Versuchen, welche mit Metallhaltenden Köpern und mit Steinen vor der Flamme des Gebläses mit verdichtetem Knallgas angestellt hat",15,General Physics and Astronomy,1819,,,4
"XLII. <i>An essay on dreaming, including conjectures on the proximate cause of sleep</i>",15,,1819,10,,5
Beobachtungen über leuchtende Thiere,12,General Physics and Astronomy,1819,,,6
"Versuche über die Wirkung der Schwefelsäure auf Weingeist, nebst Prüfung der neu entdeckten Schwefel-Weinsäure",11,General Physics and Astronomy,1819,,,7
"Berichtigungen und Zusätze zu den beiden Aufsätzen der HH. Macartney und Tilesius, größtentheils aus Briefen und Aufsätzen des Letzteren",10,General Physics and Astronomy,1819,,,8
"Ueber das specifische Gewicht, die Temperatur und die Salze des Meerwassers in verschiedenen Theilen des Weltmeers und in eingeschlossenen Meeren",8,General Physics and Astronomy,1819,,,9
Muthmassungen über die Vasa Murrhina der Alten,8,General Physics and Astronomy,1819,,,10
Die Vulva und ihre Erkrankungen,5220,,1929,,,1
Licht- und Farbensinn,2866,,1929,,,2
Nebennieren und sonstiges chromaffines Gewebe,2772,,1929,,,3
Die Geschwülste der oberen Luftwege,2587,,1929,,,4
Pathologie der Bauchspeicheldrüse (Mit Ausnahme der Langerhansschen Inseln und der Diabetesfrage.),2360,,1929,,,5
